clean_name,cluster,xgbprob,xgbverdict,lmscore
DRIPc_K562_Aguilera_S9.6_SRX6686235,0,0.029942603781819344,0,4.957760798965916
DRIP_K562_Aguilera_S9.6_SRX6686236,1,0.9798110127449036,1,111.42721944886458
qDRIP_HeLa_Cimprich_S9.6_SRX7583977,1,0.9219526052474976,1,66.8201356932486
qDRIP_HeLa_Cimprich_RNaseH1_SRX7583979,0,0.029942603781819344,0,18.577733570807244
qDRIP_HeLa_Cimprich_RNH-high_SRX7583980,0,0.029942603781819344,0,1.5932102634479501
DRIP_HEK293_Feng_S9.6_SRX8110928,0,0.04814460501074791,0,-10.765874941027318
DRIP_HEK293_Feng_S9.6_SRX8110929,0,0.029942603781819344,0,-12.627527773561283
DRIP_HEK293_Feng_S9.6_SRX8110930,0,0.029942603781819344,0,-3.0939041334698687
DRIP_HEK293_Feng_S9.6_SRX8110931,0,0.04814460501074791,0,-3.4178044925483375
DRIP_HEK293_Feng_RNaseH1_SRX8110932,0,0.04814460501074791,0,-5.904240946271003
DRIP_K562_Chedin_S9.6_SRX8122753,1,0.9798110127449036,1,103.3937984970544
DRIP_K562_Chedin_S9.6_SRX8122754,1,0.9798110127449036,1,98.64656335933743
DRIP_K562_Chedin_S9.6_SRX8122755,1,0.9798110127449036,1,98.98891380175701
DRIP_K562_Chedin_S9.6_SRX8122756,1,0.9798110127449036,1,104.03463057863426
DRIP_K562_Chedin_S9.6_SRX8122757,1,0.9798110127449036,1,96.38870723300046
DRIP_K562_Chedin_S9.6_SRX8122758,1,0.9798110127449036,1,102.8076016793234
DRIP_K562_Chedin_S9.6_SRX8122759,1,0.9798110127449036,1,100.38589925705934
DRIP_K562_Chedin_S9.6_SRX8122760,1,0.9798110127449036,1,98.01610548103955
sDRIP_K562_Chedin_S9.6_SRX8122769,1,0.9798110127449036,1,81.70603938386122
sDRIP_K562_Chedin_S9.6_SRX8122770,1,0.9034337997436523,1,73.10738828601214
sDRIP_K562_Chedin_S9.6_SRX8122771,1,0.9798110127449036,1,73.34753068410332
sDRIP_K562_Chedin_S9.6_SRX8122772,1,0.8682963252067566,1,68.43154633785598
sDRIP_K562_Chedin_S9.6_SRX8122773,1,0.9034337997436523,1,73.25934662447315
DRIP_U2OS_Richard_S9.6_SRX8908657,1,0.9798110127449036,1,93.92144870557134
DRIP_U2OS_Richard_S9.6_SRX8908658,1,0.9798110127449036,1,102.04756994037072
DRIP_U2OS_Richard_RNaseH1_SRX8908660,0,0.029942603781819344,0,10.014373413757566
DRIP_U2OS_Richard_S9.6_SRX8908662,1,0.9798110127449036,1,104.11155878924183
DRIP_U2OS_Richard_S9.6_SRX8908663,1,0.9798110127449036,1,99.08911066404742
DRIP_U2OS_Richard_S9.6_SRX8908665,1,0.9798110127449036,1,95.18287447997895
DRIP_U2OS_Richard_S9.6_SRX8908666,1,0.9798110127449036,1,97.88953629219492
DRIP_U2OS_Richard_S9.6_SRX8908668,1,0.9798110127449036,1,96.38350416389207
DRIP_U2OS_Richard_S9.6_SRX8908669,1,0.9798110127449036,1,94.8173066193797
DRIP_Fibroblast_Chedin_S9.6_SRX969059,1,0.9798110127449036,1,109.27495197406981
DRIP_Fibroblast_Chedin_S9.6_SRX969060,1,0.9798110127449036,1,107.5668751282661
